id,easting,northing,heading,color
466,85288,6974219,52.546352709955485,red
467,85488,6974262,51.34186879387127,red
468,85659,6974288,49.14902523744013,red
469,85083,6974161,52.140784052881216,red
470,85320,6974229,52.569641263261424,red
471,85519,6974271,51.29134425694614,red
472,85689,6974295,49.07290107040485,red
473,85117,6974172,52.30726706053488,red
474,85352,6974239,52.58169866894268,red
475,85550,6974279,51.2456988588983,red
476,85719,6974304,49.008874346045026,red
477,85130,6974176,52.363167697458294,white
478,85151,6974183,52.44850712784633,red
479,85384,6974248,52.58819143105804,red
480,85581,6974288,51.212125229728876,red
481,85749,6974312,48.964880364844724,red
482,85184,6974194,52.565433124098746,red
483,85417,6974258,52.594251791921344,red
484,85613,6974298,51.196016032830634,red
485,85781,6974321,48.946364781801684,red
486,85217,6974204,52.66008109465846,red
487,85450,6974268,52.60426290316101,red
488,85646,6974308,51.200764895599875,red
489,85813,6974331,48.956077963969655,red
490,85251,6974215,52.7353221165412,red
491,85483,6974279,52.62172919598845,red
492,85679,6974318,51.22782963927317,red
493,85847,6974341,48.99426534501333,red
494,85284,6974225,52.7946011454257,red
495,85517,6974289,52.64920284738566,red
496,85714,6974329,51.27695197596656,red
497,85881,6974352,49.05908962328629,red
498,85317,6974236,52.84168836095799,red
499,85551,6974300,52.68824942678425,red
500,85748,6974340,51.34644229739516,red
501,85917,6974363,49.147130220514185,red
502,85351,6974246,52.88044505413727,red
503,85586,6974311,52.7394515084544,red
504,85784,6974351,51.43347973880962,red
505,85953,6974375,49.25386690581068,red
506,85385,6974257,52.91460758791052,red
507,85621,6974323,52.802456097231534,red
508,85820,6974363,51.534409436377096,red
509,85989,6974387,49.37411051558064,red
510,85385,6974257,52.91460758791052,white
511,85418,6974268,52.947594911252416,red
512,85656,6974334,52.87606956664272,red
513,85856,6974375,51.64503197352313,red
514,86027,6974399,49.50237439441912,red
515,85453,6974279,52.98234663602973,red
516,85692,6974346,52.9583971843327,red
517,85893,6974387,51.76088122758659,red
518,86064,6974411,49.63319073062664,red
519,85487,6974290,53.02119901808821,red
520,85727,6974357,53.04701765220399,red
521,85929,6974399,51.877484659663985,red
522,86101,6974423,49.761377099611416,red
523,85521,6974301,53.065804958200545,red
524,85763,6974369,53.13917893264541,red
525,85966,6974411,51.990599009610115,red
526,86138,6974435,49.88225726695294,red
527,85556,6974312,53.11710148929953,red
528,85798,6974380,53.232000335914385,red
529,86002,6974422,52.09641511083275,red
530,86175,6974447,49.991839275352135,red
531,85591,6974323,53.17532465020466,red
532,85834,6974392,53.32266688158029,red
533,86038,6974434,52.19172735938777,red
534,86212,6974459,50.08695332808606,red
535,85626,6974334,53.24006786318836,red
536,85869,6974403,53.40860435347788,red
537,86074,6974445,52.27406521598858,red
538,86248,6974470,50.16535153137945,red
539,85648,6974341,53.283438500767886,white
540,85661,6974346,53.31037660024912,red
541,85904,6974414,53.48762629135461,red
542,86109,6974456,52.34178526134564,red
543,86283,6974480,50.22577067277571,red
544,85696,6974357,53.38486973384964,red
545,85939,6974425,53.55804686432611,red
546,86144,6974467,52.394122564886416,red
547,86318,6974491,50.267957616106784,red
548,85730,6974368,53.46187675456096,red
549,85974,6974435,53.618755783740404,red
550,86179,6974477,52.43119962199807,red
551,86353,6974501,50.29265478932178,red
552,85765,6974379,53.53957998909608,red
553,86008,6974446,53.669253239690775,red
554,86213,6974487,52.45399043654995,red
555,86386,6974510,50.30154111989034,red
556,85800,6974390,53.616151870379426,red
557,86043,6974456,53.709644463966995,red
558,86246,6974496,52.464237237811766,red
559,86420,6974520,50.29712274433067,red
560,85835,6974401,53.68987890037435,red
561,86076,6974466,53.74059538894651,red
562,86280,6974506,52.46431894356286,red
563,86452,6974529,50.282569281853256,red
564,85869,6974411,53.75926590756717,red
565,86110,6974476,53.763253261784016,red
566,86313,6974515,52.45707459432613,red
567,86485,6974538,50.26149673307098,red
568,85904,6974422,53.82311627831855,red
569,86144,6974486,53.77913898112009,red
570,86346,6974525,52.445591617551905,red
571,86518,6974547,50.23770735143283,red
572,85912,6974425,53.838106605554316,white
573,85938,6974432,53.8805858582029,red
574,86178,6974495,53.790020850515006,red
575,86379,6974534,52.432976507981515,red
576,86550,6974556,50.21490822581666,red
577,85972,6974443,53.93121006710063,red
578,86211,6974505,53.79778136243876,red
579,86412,6974543,52.422131367057894,red
580,86583,6974565,50.19643955621204,red
581,86007,6974453,53.97490537883378,red
582,86245,6974515,53.80428856482217,red
583,86445,6974553,52.41556058282569,red
584,86616,6974574,50.18504587252567,red
585,86041,6974463,54.01194762808577,red
586,86279,6974525,53.811281443327694,red
587,86479,6974562,52.415226667901614,red
588,86650,6974584,50.182716586620565,red
589,86075,6974473,54.04293058594452,red
590,86313,6974535,53.82027537363497,red
591,86513,6974572,52.42246468005842,red
592,86683,6974593,50.190608416920135,red
593,86109,6974483,54.068708884869686,red
594,86347,6974545,53.83249045190033,red
595,86547,6974582,52.43795456000607,red
596,86718,6974603,50.209047030410794,red
597,86143,6974493,54.09032971878383,red
598,86381,6974555,53.84880335949421,red
599,86581,6974592,52.46174350670268,red
600,86752,6974613,50.23759397366676,red
601,86177,6974504,54.10895787518888,red
602,86416,6974565,53.86972239516257,red
603,86616,6974602,52.49330721629583,red
604,86787,6974624,50.275159841045394,red
605,86173,6974502,54.10675178800784,white
606,86211,6974514,54.12579864650004,red
607,86450,6974575,53.8953849025064,red
608,86651,6974613,52.531638715084796,red
609,86822,6974634,50.32014494138157,red
610,86246,6974524,54.142023050338636,red
611,86485,6974586,53.92557588552499,red
612,86687,6974623,52.575354862441586,red
613,86858,6974645,50.3705918627669,red
614,86280,6974534,54.15869954235557,red
615,86520,6974596,53.95976589233062,red
616,86722,6974634,52.62281228990637,red
617,86894,6974655,50.42433834419841,red
618,86314,6974544,54.17673597621697,red
619,86555,6974607,53.99716525398193,red
620,86757,6974645,52.67222590411556,red
621,86930,6974666,50.479162329569306,red
622,86349,6974554,54.196834908620396,red
623,86590,6974617,54.03679077089267,red
624,86793,6974655,52.72178413041848,red
625,86966,6974677,50.532913704119665,red
626,86384,6974565,54.219464451540425,red
627,86625,6974628,54.07754017469046,red
628,86828,6974666,52.76975591747193,red
629,87001,6974688,50.58362901572423,red
630,86418,6974575,54.2448457850933,red
631,86661,6974638,54.11826933714386,red
632,86864,6974676,52.81458534245134,red
633,87037,6974698,50.62962672131247,red
634,86436,6974580,54.25857065654939,white
635,86453,6974585,54.272957254023225,red
636,86696,6974648,54.157867235217736,red
637,86899,6974687,52.854970414849795,red
638,87072,6974708,50.66958128652955,red
639,86488,6974596,54.30355380032064,red
640,86731,6974659,54.19532413335373,red
641,86934,6974697,52.889923447826696,red
642,87108,6974719,50.7025749841573,red
643,86523,6974606,54.336199454757605,red
644,86765,6974669,54.22978914547118,red
645,86969,6974707,52.91881110476349,red
646,87143,6974729,50.728126617433915,red
647,86557,6974616,54.370309822298594,red
648,86800,6974679,54.26061423361541,red
649,87004,6974717,52.94137289108909,red
650,87177,6974739,50.74619663827832,red
651,86592,6974627,54.405201009286046,red
652,86835,6974689,54.28738269139217,red
653,87039,6974727,52.95771765575595,red
654,87212,6974749,50.75716858291569,red
655,86627,6974637,54.44014127372278,red
656,86869,6974699,54.309921197966574,red
657,87073,6974737,52.9682985018791,red
658,87246,6974758,50.761807375720856,red
659,86662,6974647,54.474401811369155,red
660,86904,6974709,54.32829560229173,red
661,87107,6974746,52.973867602471984,red
662,87280,6974768,50.76119610916489,red
663,86696,6974657,54.50730347219123,red
664,86938,6974719,54.34279163371025,red
665,87141,6974756,52.97541371836626,red
666,87314,6974777,50.75665441754918,red
667,86701,6974659,54.511290063918814,white
668,86731,6974667,54.53825676763468,red
669,86973,6974728,54.35388271259454,red
670,87175,6974765,52.97408659483394,red
671,87348,6974786,50.749643292670925,red
672,86766,6974677,54.56679320982146,red
673,87007,6974738,54.36218784850954,red
674,87209,6974775,52.97111375578139,red
675,87382,6974796,50.74166299503528,red
676,86800,6974687,54.59258675503079,red
677,87041,6974748,54.36842316584967,red
678,87244,6974784,52.96771606076961,red
679,87416,6974805,50.734151917936444,red
680,86835,6974697,54.61546484726595,red
681,87075,6974758,54.37335082201583,red
682,87278,6974794,52.96502859658338,red
683,87450,6974815,50.72839462517559,red
684,86869,6974707,54.63540923081827,red
685,87110,6974767,54.37772892359758,red
686,87312,6974804,52.96403279571971,red
687,87484,6974824,50.72544636738029,red
688,86904,6974717,54.6525472867689,red
689,87144,6974777,54.38226561653229,red
690,87346,6974813,52.965504284004666,red
691,87518,6974834,50.72607945693029,red
692,86938,6974727,54.667135130768095,red
693,87179,6974787,54.387579850446116,red
694,87380,6974823,52.969979063377146,red
695,87552,6974843,50.73075419165686,red
696,86964,6974734,54.67661661220929,white
697,86973,6974737,54.679534074929926,red
698,87213,6974796,54.39417062640441,red
699,87415,6974833,52.97773871109384,red
700,87587,6974853,50.73961428644436,red
701,87007,6974747,54.690182307362605,red
702,87248,6974806,54.402395808493004,red
703,87450,6974842,52.98881358533115,red
704,87621,6974863,50.75250444998803,red
705,87042,6974756,54.69956378081827,red
706,87282,6974816,54.41246096848455,red
707,87484,6974852,53.0030017824713,red
708,87656,6974873,50.76900611273126,red
709,87076,6974766,54.7081763334086,red
710,87317,6974826,54.42441815993614,red
711,87519,6974862,53.01990085256708,red
712,87691,6974883,50.78848656903033,red
713,87111,6974776,54.716500993835155,red
714,87352,6974836,54.438174006459604,red
715,87554,6974872,53.03894890972289,red
716,87726,6974893,50.788357176579595,red
717,87145,6974786,54.72497425420269,red
718,87387,6974846,54.45350602421694,red
719,87589,6974882,53.059471732837785,red
720,87761,6974903,50.39336190536036,red
721,87180,6974796,54.73396483112783,red
722,87421,6974856,54.470085707938104,red
723,87624,6974892,53.08073257730562,red
724,87796,6974914,49.57378195513481,red
725,87215,6974806,54.743756091084045,red
726,87456,6974866,54.48750658193558,red
727,87659,6974902,53.10198169778171,red
728,87830,6974926,48.2492951557093,red
729,87228,6974810,54.7476755918817,white
730,87249,6974816,54.7545349065778,red
731,87491,6974876,54.505315217640515,red
732,87694,6974913,53.122502886479744,red
733,87864,6974938,46.36765922047824,red
734,87284,6974826,54.766387262379354,red
735,87526,6974886,54.52304313328017,red
736,87729,6974923,52.9871918760846,red
737,87897,6974951,44.09983249706323,red
